Vin:SAJWA4GB5EL831619, RegisterDate:11/8/1999, Make:GMC, Model:3500
Vin:3C6LD5BT0CG530644, RegisterDate:10/19/2012, Make:Chevrolet, Model:Tahoe
Vin:TRUTC28N121600397, RegisterDate:10/22/2012, Make:Lincoln, Model:Town Car
Vin:SAJWA4HA6EM674859, RegisterDate:12/8/2012, Make:Ford, Model:F150
Vin:WAUAC48H03K934565, RegisterDate:12/28/2012, Make:Suzuki, Model:Vitara
Vin:3FA6P0LU4ER581441, RegisterDate:1/3/2013, Make:Dodge, Model:Stealth
Vin:JN8AE2KP3E9405725, RegisterDate:1/5/2013, Make:Ford, Model:Explorer
Vin:WBA3X9C57ED325987, RegisterDate:1/19/2013, Make:Honda, Model:Odyssey
Vin:VNKKTUD39FA178978, RegisterDate:1/21/2013, Make:BMW, Model:8 Series
Vin:YV4902DZ0B2811295, RegisterDate:2/4/2013, Make:Mitsubishi, Model:Tundra
Vin:WAUDF78E47A965700, RegisterDate:2/22/2013, Make:Audi, Model:A5
Vin:3VW4T7AT4EM694848, RegisterDate:3/1/2013, Make:GMC, Model:2500
Vin:WVGAV7AX6AW950674, RegisterDate:3/3/2013, Make:Ford, Model:Explorer
Vin:2T1BPRHE1FC359087, RegisterDate:3/4/2013, Make:Chevrolet, Model:G-Series 3500
Vin:5NPDH4AEXBH197454, RegisterDate:3/26/2013, Make:Cadillac, Model:DTS
Vin:1GYFK53259R757901, RegisterDate:3/29/2013, Make:Dodge, Model:Dakota
Vin:SCFEBBEL5DG917951, RegisterDate:4/1/2013, Make:Kia, Model:Rio
Vin:WAUSH78E56A113890, RegisterDate:4/10/2013, Make:Hyundai, Model:Azera
Vin:WAUWFAFH0AN800326, RegisterDate:4/16/2013, Make:Volvo, Model:C70
Vin:SCBDC47L98C003976, RegisterDate:4/19/2013, Make:Infiniti, Model:M
Vin:1N6AF0LX7FN619585, RegisterDate:5/18/2013, Make:Lamborghini, Model:Diablo
Vin:1G6AF5SX7E0591402, RegisterDate:5/18/2013, Make:Toyota, Model:Land Cruiser
Vin:19VDE3F3XDE592583, RegisterDate:5/21/2013, Make:GMC, Model:Canyon
Vin:1FTMF1EW1AF782033, RegisterDate:5/26/2013, Make:Toyota, Model:Land Cruiser
Vin:2LMDJ6JK2DB355886, RegisterDate:6/16/2013, Make:Volkswagen, Model:Jetta
Vin:WBSWL93578P016544, RegisterDate:6/21/2013, Make:Mazda, Model:CX-7
Vin:1G4GE5EV3AF535206, RegisterDate:6/23/2013, Make:Cadillac, Model:Escalade ESV
Vin:4T1BD1EB4FU871736, RegisterDate:6/30/2013, Make:Chevrolet, Model:Cobalt
Vin:WVWAA7AHXAV162866, RegisterDate:7/4/2013, Make:Toyota, Model:MR2
Vin:WBA3B5C53EF267744, RegisterDate:7/30/2013, Make:BMW, Model:Z4 M
Vin:JTHBE1BLXF1864188, RegisterDate:8/6/2013, Make:Toyota, Model:Supra
Vin:WAUKF98P19A132959, RegisterDate:8/15/2013, Make:GMC, Model:Suburban 1500
Vin:WDDJK7DA8FF050666, RegisterDate:9/15/2013, Make:Mercury, Model:Mountaineer
Vin:WP1AA2A20BL634869, RegisterDate:9/15/2013, Make:Chevrolet, Model:Corvette
Vin:JM1BL1K38B1727476, RegisterDate:10/13/2013, Make:Volvo, Model:960
Vin:WDDNG7DBXDA372716, RegisterDate:10/17/2013, Make:Ford, Model:Bronco II
Vin:WAUVT58E05A914306, RegisterDate:10/20/2013, Make:Mazda, Model:Mazda6
Vin:1G6DC5EG5A0342916, RegisterDate:10/20/2013, Make:Mitsubishi, Model:Montero
Vin:WDDNG7BB5AA590464, RegisterDate:11/16/2013, Make:Cadillac, Model:Fleetwood
Vin:WVWED7AJ5DW040670, RegisterDate:11/28/2013, Make:Lincoln, Model:Navigator
Vin:3D73M3HL6BG017150, RegisterDate:12/4/2013, Make:Honda, Model:Insight
Vin:2G4GR5ECXB9638717, RegisterDate:12/4/2013, Make:Pontiac, Model:Firebird
Vin:3VW4T7AT4EM308722, RegisterDate:12/8/2013, Make:GMC, Model:Sonoma Club Coupe
Vin:JN8AZ1MU9AW236131, RegisterDate:12/10/2013, Make:Mercedes-Benz, Model:SL-Class
Vin:1G6AG5RX0E0837659, RegisterDate:12/20/2013, Make:Mercedes-Benz, Model:CL-Class
Vin:1G6DM8EG7A0812118, RegisterDate:12/22/2013, Make:Kia, Model:Amanti
Vin:WVGAV7AX6CW178471, RegisterDate:12/29/2013, Make:Daewoo, Model:Leganza
Vin:3VW4A7AT2DM697705, RegisterDate:1/26/2014, Make:Mazda, Model:B-Series
Vin:5GADS13S872076340, RegisterDate:1/30/2014, Make:Cadillac, Model:Seville
Vin:WBAKE5C56DJ427680, RegisterDate:2/5/2014, Make:Cadillac, Model:Eldorado
Vin:1G6DH5E53C0910048, RegisterDate:2/7/2014, Make:Saturn, Model:VUE
Vin:JHMZE2H57DS890977, RegisterDate:2/21/2014, Make:Hummer, Model:H1
Vin:2T2BK1BA7AC028881, RegisterDate:4/9/2014, Make:BMW, Model:Z4
Vin:5J8TB2H53CA031715, RegisterDate:4/9/2014, Make:Mercury, Model:Capri
Vin:WAUNF98P58A949346, RegisterDate:4/10/2014, Make:Pontiac, Model:Torrent
Vin:YV1902MM5F1333257, RegisterDate:4/10/2014, Make:Volkswagen, Model:Eos
Vin:1N6AA0CH4DN357772, RegisterDate:4/14/2014, Make:Kia, Model:Sedona
Vin:1GD02ZCG3EF384623, RegisterDate:4/19/2014, Make:Chrysler, Model:300M
Vin:1D7CW3GK4AS105821, RegisterDate:4/21/2014, Make:Mercury, Model:Lynx
Vin:1C4SDHCT0EC459262, RegisterDate:4/22/2014, Make:Volvo, Model:S60
Vin:5J6TF1H5XFL725687, RegisterDate:4/29/2014, Make:Maybach, Model:62
Vin:4JGBF2FB1AA914714, RegisterDate:5/12/2014, Make:Toyota, Model:Xtra
Vin:1D4PU7GX8AW767661, RegisterDate:5/23/2014, Make:BMW, Model:1 Series
Vin:SCFAD01E29G217994, RegisterDate:5/28/2014, Make:Renault, Model:Alliance
Vin:JM1GJ1U5XF1994506, RegisterDate:6/3/2014, Make:Mazda, Model:CX-7
Vin:5FPYK1F50EB875469, RegisterDate:6/16/2014, Make:Dodge, Model:Grand Caravan
Vin:WBAEV33403P705624, RegisterDate:6/26/2014, Make:Ford, Model:Transit Connect
Vin:1G6EL12Y62B276988, RegisterDate:7/6/2014, Make:Hyundai, Model:Tiburon
Vin:2LMDJ6JK9BB618422, RegisterDate:7/11/2014, Make:Mazda, Model:Protege
Vin:1HGCP2E87AA846593, RegisterDate:7/20/2014, Make:Mercury, Model:Lynx
Vin:JTEBU5JR8B5958263, RegisterDate:7/23/2014, Make:Ford, Model:Taurus
Vin:5NPDH4AE4FH542645, RegisterDate:7/26/2014, Make:Chevrolet, Model:Suburban 2500
Vin:1G6DA1E31C0316487, RegisterDate:7/27/2014, Make:Jeep, Model:Compass
Vin:WBABW53436P721607, RegisterDate:8/11/2014, Make:MINI, Model:Cooper
Vin:WAURFAFR4AA824920, RegisterDate:8/16/2014, Make:GMC, Model:Safari
Vin:1G6AV5S80E0129226, RegisterDate:8/26/2014, Make:Chevrolet, Model:Blazer
Vin:1GTN1UEHXFZ323842, RegisterDate:9/5/2014, Make:Maserati, Model:Karif
Vin:KMHGH4JH6EU538796, RegisterDate:9/24/2014, Make:Mazda, Model:626
Vin:1C6RD6NT9CS764110, RegisterDate:9/25/2014, Make:Nissan, Model:350Z
Vin:WA1BV94L27D317567, RegisterDate:9/26/2014, Make:Dodge, Model:Ram 1500
Vin:WAURGAFD8EN204054, RegisterDate:10/10/2014, Make:BMW, Model:3 Series
Vin:5FNYF3H20AB012435, RegisterDate:10/16/2014, Make:Acura, Model:RDX
Vin:19VDE1F56DE753372, RegisterDate:10/16/2014, Make:Mazda, Model:MPV
Vin:SCBEC9ZAXFC023406, RegisterDate:10/18/2014, Make:Mercury, Model:Mariner
Vin:WBANN73546C095819, RegisterDate:11/8/2014, Make:Maybach, Model:62
Vin:1G6DV1EP6C0728914, RegisterDate:11/11/2014, Make:Mitsubishi, Model:Galant
Vin:2C3CCAAG7EH182339, RegisterDate:11/15/2014, Make:Chevrolet, Model:G-Series G20
Vin:1D4PT4GX1BW961547, RegisterDate:11/21/2014, Make:Kia, Model:Soul
Vin:KNADM5A39D6780639, RegisterDate:11/24/2014, Make:Chevrolet, Model:Lumina
Vin:2HKRM3H34DH295740, RegisterDate:11/30/2014, Make:Porsche, Model:Boxster
Vin:SAJWA4GC8EM819838, RegisterDate:12/4/2014, Make:Jaguar, Model:S-Type
Vin:JTDZN3EU1FJ896818, RegisterDate:12/9/2014, Make:Lexus, Model:IS
Vin:5UXFG8C51BL120028, RegisterDate:12/17/2014, Make:Subaru, Model:Brat
Vin:3GYFNCE32ES510022, RegisterDate:12/26/2014, Make:Volvo, Model:V70
Vin:SCBFU7ZA5DC350122, RegisterDate:1/1/2015, Make:Pontiac, Model:Grand Prix
Vin:WAUAH74F98N380519, RegisterDate:1/13/2015, Make:GMC, Model:Sonoma
Vin:WAUUL78E25A163376, RegisterDate:1/14/2015, Make:Nissan, Model:300ZX
Vin:3C3CFFER9FT279261, RegisterDate:2/9/2015, Make:BMW, Model:M3
Vin:1GYEK63N96R739134, RegisterDate:2/11/2015, Make:GMC, Model:Yukon XL 1500
Vin:2G4GT5GC4B9183491, RegisterDate:2/11/2015, Make:Eagle, Model:Summit
Vin:3N1AB7AP0FY038008, RegisterDate:3/2/2015, Make:Maybach, Model:62
Vin:WAUEH94F57N149998, RegisterDate:3/9/2015, Make:Mazda, Model:626
Vin:3C3CFFFH0ET508849, RegisterDate:3/15/2015, Make:Ford, Model:E-Series
Vin:3VWF17AT0FM417291, RegisterDate:4/9/2015, Make:Kia, Model:Sedona
Vin:KNDJT2A24D7789984, RegisterDate:4/10/2015, Make:Pontiac, Model:Tempest
Vin:KNADH4A32A6833014, RegisterDate:5/3/2015, Make:Chevrolet, Model:Suburban 1500
Vin:5TDDK3DC7CS759960, RegisterDate:5/19/2015, Make:Hyundai, Model:Genesis
Vin:WBAXH5C57DD096488, RegisterDate:5/20/2015, Make:Maybach, Model:57
Vin:WAUAFAFL1AA268087, RegisterDate:5/26/2015, Make:BMW, Model:8 Series
Vin:1FTSW2B5XAE637149, RegisterDate:6/5/2015, Make:Toyota, Model:MR2
Vin:19UUA66225A312379, RegisterDate:6/5/2015, Make:Toyota, Model:Solara
Vin:1YVHZ8BAXA5075039, RegisterDate:6/7/2015, Make:Jaguar, Model:XJ Series
Vin:WAUBFAFL4DA422283, RegisterDate:6/10/2015, Make:Nissan, Model:Leaf
Vin:1GTN1TEX6BZ307133, RegisterDate:6/10/2015, Make:Honda, Model:Accord
Vin:4USBU33508L179263, RegisterDate:6/14/2015, Make:Chevrolet, Model:Corvette
Vin:1N6AA0CC0EN131038, RegisterDate:6/18/2015, Make:Chevrolet, Model:HHR Panel
Vin:KMHHT6KDXDU071679, RegisterDate:6/21/2015, Make:Pontiac, Model:Grand Prix
Vin:WAUVT64B04N082359, RegisterDate:7/5/2015, Make:Volkswagen, Model:Cabriolet
Vin:1FTEW1CW7AF373557, RegisterDate:7/6/2015, Make:Dodge, Model:Ram 3500
Vin:JM3TB2CAXE0871042, RegisterDate:7/6/2015, Make:Ford, Model:E250
Vin:WAULD54B84N507003, RegisterDate:7/7/2015, Make:BMW, Model:7 Series
Vin:1FMCU9C75AK225267, RegisterDate:7/28/2015, Make:Audi, Model:200
Vin:KL4CJASB0EB743505, RegisterDate:7/30/2015, Make:Kia, Model:Sorento
Vin:1C4AJWAG8FL562428, RegisterDate:7/31/2015, Make:Ford, Model:E350
Vin:1G6DC67A090810898, RegisterDate:8/31/2015, Make:Dodge, Model:Durango
Vin:1HGCR2F38DA259028, RegisterDate:9/2/2015, Make:Mazda, Model:Mazdaspeed 3
Vin:WBAFU9C5XBC199874, RegisterDate:9/6/2015, Make:Lamborghini, Model:Murci‚lago LP640
Vin:KMHHT6KD7EU302233, RegisterDate:9/6/2015, Make:Subaru, Model:Legacy
Vin:1FMJK1G52BE254362, RegisterDate:9/14/2015, Make:Audi, Model:80
Vin:SCBCP7ZA6AC212997, RegisterDate:9/17/2015, Make:Buick, Model:LaCrosse
Vin:5UXWX7C51E0395303, RegisterDate:9/28/2015, Make:Ford, Model:F150
Vin:1G6DM8ED5B0347510, RegisterDate:9/30/2015, Make:Pontiac, Model:Sunbird
Vin:1GKS1FFJ0BR595055, RegisterDate:10/3/2015, Make:Ford, Model:Bronco II
Vin:WBAVM5C50EV954964, RegisterDate:10/12/2015, Make:Honda, Model:Prelude
Vin:JN1AV7AP4FM941479, RegisterDate:10/30/2015, Make:Chevrolet, Model:Suburban 1500
Vin:1G6KP5E96AU732347, RegisterDate:11/5/2015, Make:Nissan, Model:300ZX
Vin:2C4RDGEGXCR957630, RegisterDate:11/25/2015, Make:Audi, Model:S4
Vin:1GD120EG0BF764530, RegisterDate:12/9/2015, Make:Mercury, Model:Cougar
Vin:1FTEW1CM2DF349654, RegisterDate:12/18/2015, Make:Mitsubishi, Model:Montero
Vin:2HNYD28307H542412, RegisterDate:12/21/2015, Make:Dodge, Model:Ram Wagon B250
Vin:1G6DD1E33E0466918, RegisterDate:1/7/2016, Make:Buick, Model:Skylark
Vin:JN1BV7AP7FM706739, RegisterDate:1/11/2016, Make:Nissan, Model:Altima
Vin:WDDPK4HA5DF884670, RegisterDate:1/11/2016, Make:Porsche, Model:911
Vin:WAULFAFH5DN359591, RegisterDate:1/14/2016, Make:Maserati, Model:GranSport
Vin:WA1AY74L18D426028, RegisterDate:1/18/2016, Make:Toyota, Model:Avalon
Vin:WBAWR335X8P256994, RegisterDate:1/18/2016, Make:Isuzu, Model:i-370
Vin:JTHFE2C23A2834286, RegisterDate:1/26/2016, Make:Mercury, Model:Capri
Vin:4A31K2DF2BE601728, RegisterDate:2/11/2016, Make:Lexus, Model:GX
Vin:1GD02ZCG0CF960553, RegisterDate:2/21/2016, Make:Plymouth, Model:Neon
Vin:1N6AA0EC5DN306783, RegisterDate:3/3/2016, Make:Mercedes-Benz, Model:SLK-Class
Vin:WA1DGAFE5CD616726, RegisterDate:3/18/2016, Make:GMC, Model:Canyon
Vin:2G4GR5GX2F9539377, RegisterDate:3/21/2016, Make:Mitsubishi, Model:Outlander
Vin:WAUDGBFL0CA024692, RegisterDate:4/5/2016, Make:Toyota, Model:Supra
Vin:WBSDX9C50CE448974, RegisterDate:4/6/2016, Make:Jaguar, Model:XJ Series
Vin:2T3BF4DV2BW791229, RegisterDate:4/13/2016, Make:Fiat, Model:500
Vin:2C3CCABG7DH779522, RegisterDate:4/19/2016, Make:Ford, Model:Taurus
Vin:3N1CN7AP9EL105040, RegisterDate:4/29/2016, Make:GMC, Model:Yukon XL 2500
Vin:YV1902FH7B2226425, RegisterDate:5/15/2016, Make:Mitsubishi, Model:Cordia
Vin:5J6TF2H59EL946024, RegisterDate:5/18/2016, Make:Suzuki, Model:Grand Vitara
Vin:1G6DJ8EV2A0606180, RegisterDate:6/2/2016, Make:GMC, Model:Yukon XL 2500
Vin:1G4HD5EM3AU389075, RegisterDate:6/12/2016, Make:Dodge, Model:Caravan
Vin:KNADH4A3XA6335966, RegisterDate:6/14/2016, Make:Suzuki, Model:Verona
Vin:1C4NJPBA9DD543539, RegisterDate:7/5/2016, Make:Audi, Model:A6
Vin:SCBCR63W54C368512, RegisterDate:7/23/2016, Make:Mazda, Model:Protege
Vin:1G6AE5SX3F0263625, RegisterDate:7/27/2016, Make:Dodge, Model:Durango
Vin:WAUXL58E94A300992, RegisterDate:8/7/2016, Make:Volkswagen, Model:Golf
Vin:1FTSS3EL3AD307368, RegisterDate:8/10/2016, Make:Kia, Model:Sorento
Vin:WAULC68E95A102581, RegisterDate:8/18/2016, Make:Volkswagen, Model:New Beetle
Vin:3VW8S7AT0FM585888, RegisterDate:8/23/2016, Make:Kia, Model:Spectra
Vin:JTDZN3EU1D3644939, RegisterDate:8/26/2016, Make:Lexus, Model:IS
Vin:1G6DV8EP8E0803494, RegisterDate:8/30/2016, Make:BMW, Model:8 Series
Vin:1G6DX67D760734266, RegisterDate:9/1/2016, Make:Dodge, Model:Ram Van B150
Vin:WAULT58E15A187183, RegisterDate:9/7/2016, Make:Infiniti, Model:Q
Vin:SCBGU3ZA7FC748836, RegisterDate:9/10/2016, Make:Lexus, Model:SC
Vin:2HNYD28608H977703, RegisterDate:9/11/2016, Make:Toyota, Model:Venza
Vin:1C6RD6HT5CS341052, RegisterDate:9/11/2016, Make:Saab, Model:900
Vin:1FTSX2A52AE779395, RegisterDate:9/14/2016, Make:Honda, Model:Passport
Vin:JHMFA3F20AS903240, RegisterDate:9/21/2016, Make:Toyota, Model:Avalon
Vin:1N6BF0KLXFN533366, RegisterDate:10/2/2016, Make:Toyota, Model:Tundra
Vin:WA1DMAFP8EA891974, RegisterDate:10/2/2016, Make:Dodge, Model:Neon
Vin:3N1CN7AP5FL015532, RegisterDate:10/8/2016, Make:Chevrolet, Model:Caprice Classic
Vin:WBASP4C54BC735243, RegisterDate:11/6/2016, Make:Mazda, Model:Miata MX-5
Vin:4USBT53555L007725, RegisterDate:11/7/2016, Make:Honda, Model:Accord
Vin:KL4CJCSB2DB063566, RegisterDate:11/10/2016, Make:Mercedes-Benz, Model:G-Class
Vin:WAU4FAFR6DA725062, RegisterDate:11/20/2016, Make:Chevrolet, Model:Suburban 2500
Vin:JTDBT4K35B1450478, RegisterDate:11/28/2016, Make:Mitsubishi, Model:Truck
Vin:1HGCR2E34FA942624, RegisterDate:12/2/2016, Make:Hummer, Model:H1
Vin:5FRYD3H90GB137784, RegisterDate:12/24/2016, Make:Ford, Model:Focus
Vin:JTHBL1EF4B5659836, RegisterDate:1/2/2017, Make:Ford, Model:F250
Vin:WA1VMBFE5BD633642, RegisterDate:1/5/2017, Make:Nissan, Model:Armada
Vin:WAUNF78P48A628242, RegisterDate:1/6/2017, Make:Land Rover, Model:Range Rover
Vin:WAUKFAFL1BA959514, RegisterDate:1/9/2017, Make:Pontiac, Model:Firefly
Vin:SALAC2D49CA421081, RegisterDate:2/11/2017, Make:Pontiac, Model:Bonneville
Vin:JN8AZ2NC5E9525409, RegisterDate:2/19/2017, Make:Chevrolet, Model:Aveo
Vin:SCFPDCGP8EG854094, RegisterDate:2/25/2017, Make:Lincoln, Model:Town Car
Vin:1GD11ZCG1BF995589, RegisterDate:3/8/2017, Make:Spyker, Model:C8 Double 12 S
Vin:3D7TT2CT5BG003146, RegisterDate:3/16/2017, Make:Isuzu, Model:Hombre
Vin:5UXZV4C54BL130211, RegisterDate:3/21/2017, Make:Hyundai, Model:Azera
Vin:19UUA65514A025013, RegisterDate:3/28/2017, Make:Buick, Model:Century
Vin:WP0AA2A99CS963174, RegisterDate:4/14/2017, Make:Jeep, Model:Liberty
Vin:4T1BF1FK6CU498154, RegisterDate:4/19/2017, Make:Chevrolet, Model:Tahoe
Vin:WVWED7AJ5DW884322, RegisterDate:4/25/2017, Make:BMW, Model:X3
Vin:1GKUCFDJ0AR295052, RegisterDate:5/5/2017, Make:Ford, Model:LTD
Vin:1C3CDZBG6CN551951, RegisterDate:5/5/2017, Make:Mercury, Model:Sable
Vin:1GD01ZCG1BF340716, RegisterDate:5/11/2017, Make:Subaru, Model:Impreza
Vin:WA1AV74L79D333962, RegisterDate:5/21/2017, Make:Dodge, Model:Ram Van 2500
Vin:WAUGU44D02N448622, RegisterDate:6/5/2017, Make:Saab, Model:9000
Vin:1C3BCBEB9DN608179, RegisterDate:6/9/2017, Make:Acura, Model:TL
Vin:WA1CFAFP8BA839696, RegisterDate:6/12/2017, Make:BMW, Model:3 Series
Vin:1G6DF5E50C0564028, RegisterDate:6/29/2017, Make:Mitsubishi, Model:Outlander
Vin:KNADH4A34A6509241, RegisterDate:7/6/2017, Make:Dodge, Model:Dakota Club
Vin:1G4PR5SK4C4425018, RegisterDate:7/10/2017, Make:Chevrolet, Model:Camaro
Vin:1GYS3JEF2ER420892, RegisterDate:7/25/2017, Make:Audi, Model:100
Vin:3VW4A7AT4DM958381, RegisterDate:8/6/2017, Make:Chrysler, Model:LHS
Vin:WAUDH78E26A889905, RegisterDate:8/7/2017, Make:Subaru, Model:Legacy
Vin:JTHFE2C21B2995334, RegisterDate:8/13/2017, Make:Pontiac, Model:LeMans
Vin:WAUUL78E95A340280, RegisterDate:8/31/2017, Make:Lexus, Model:LFA
Vin:2G61V5S34D9125897, RegisterDate:9/13/2017, Make:Hyundai, Model:Elantra
Vin:WUADUAFG1BN588743, RegisterDate:9/24/2017, Make:Pontiac, Model:Firebird
Vin:1B3CC5FB3AN755594, RegisterDate:9/25/2017, Make:Toyota, Model:Camry
Vin:1N6AA0CA2CN511087, RegisterDate:10/5/2017, Make:Plymouth, Model:Grand Voyager
Vin:2G61W5S87F9147615, RegisterDate:10/14/2017, Make:Dodge, Model:Grand Caravan
Vin:19VDE1F71FE828970, RegisterDate:11/8/2017, Make:Toyota, Model:Celica
Vin:2C3CDXHG2CH980072, RegisterDate:11/11/2017, Make:Lexus, Model:LS
Vin:WAUKGAFB6AN239167, RegisterDate:11/20/2017, Make:Ford, Model:Explorer Sport Trac
Vin:WUARL48H29K002109, RegisterDate:11/21/2017, Make:Ferrari, Model:430 Scuderia
Vin:1GD312CG6DF641263, RegisterDate:11/26/2017, Make:Suzuki, Model:Grand Vitara
Vin:WBAKX6C54CC609204, RegisterDate:12/1/2017, Make:Ford, Model:Explorer
Vin:1D7RE3BK4AS758010, RegisterDate:12/2/2017, Make:Lexus, Model:LS
Vin:1G6YV36A285124245, RegisterDate:12/19/2017, Make:Ford, Model:Mustang
Vin:1D7CE2BKXAS681918, RegisterDate:1/19/2018, Make:BMW, Model:Z4
Vin:3GYFK66N24G784106, RegisterDate:1/24/2018, Make:Chevrolet, Model:Avalanche
Vin:1D4PU2GK7BW214962, RegisterDate:1/31/2018, Make:Volvo, Model:V70
Vin:1FMCU5K30AK911353, RegisterDate:2/11/2018, Make:Mazda, Model:MPV
Vin:2LMDJ6JKXBB996331, RegisterDate:2/13/2018, Make:Volkswagen, Model:Golf
Vin:1GYS4NKJ2FR088712, RegisterDate:2/18/2018, Make:Acura, Model:Integra
Vin:1FTEW1CM6CF829968, RegisterDate:3/5/2018, Make:Chrysler, Model:300
Vin:WVGAV7AX8BW900795, RegisterDate:3/8/2018, Make:Dodge, Model:Dakota
Vin:WAUDH98E78A074579, RegisterDate:3/14/2018, Make:Mitsubishi, Model:Eclipse
Vin:5UMBT935X8L644865, RegisterDate:3/17/2018, Make:Toyota, Model:Corolla
Vin:JN1AJ0HP1BM650215, RegisterDate:3/24/2018, Make:Ford, Model:Crown Victoria
Vin:5N1AN0NW9EN517919, RegisterDate:3/25/2018, Make:Mercedes-Benz, Model:GL-Class
Vin:1FTSE3ELXAD643803, RegisterDate:4/11/2018, Make:Chevrolet, Model:Silverado 2500
Vin:1G4HC5EM4BU826909, RegisterDate:4/17/2018, Make:Jensen, Model:Interceptor
Vin:1FTMF1EW8AK060095, RegisterDate:4/19/2018, Make:Audi, Model:A3
Vin:1GKS1AE04CR027579, RegisterDate:4/21/2018, Make:Chevrolet, Model:Astro
Vin:WAUAF78EX8A181915, RegisterDate:4/24/2018, Make:Chevrolet, Model:S10
Vin:5N1AA0ND3EN621008, RegisterDate:5/15/2018, Make:Mazda, Model:Mazda3
Vin:2C3CK5CV1AH176844, RegisterDate:5/20/2018, Make:Volkswagen, Model:Eurovan
Vin:3GYFNDEY5AS256981, RegisterDate:5/26/2018, Make:Audi, Model:S8
Vin:5NPEB4AC8EH769999, RegisterDate:5/27/2018, Make:GMC, Model:Safari
Vin:WBAUP73579V323133, RegisterDate:5/28/2018, Make:Mazda, Model:CX-9
Vin:WBANN73517C632308, RegisterDate:5/30/2018, Make:Bentley, Model:Azure
Vin:2G61S5S39D9236809, RegisterDate:6/3/2018, Make:Nissan, Model:Pathfinder
Vin:1C3BC8EG3BN943594, RegisterDate:6/12/2018, Make:Dodge, Model:Caravan
Vin:WAUNF68P06A089612, RegisterDate:7/7/2018, Make:GMC, Model:Savana
Vin:1G6KD57Y68U209725, RegisterDate:7/22/2018, Make:Ford, Model:Club Wagon
Vin:5BZBF0AA0FN540734, RegisterDate:7/27/2018, Make:Mitsubishi, Model:Pajero
Vin:WBAVM5C51EV452884, RegisterDate:8/8/2018, Make:Chevrolet, Model:Equinox
Vin:5N1AN0NU8AC760514, RegisterDate:8/20/2018, Make:Toyota, Model:T100
Vin:JN8AF5MRXBT152771, RegisterDate:8/26/2018, Make:Dodge, Model:Dakota
Vin:WA1EY94L68D106197, RegisterDate:8/31/2018, Make:Audi, Model:4000s Quattro
Vin:1G6AB5R32F0415809, RegisterDate:9/3/2018, Make:Nissan, Model:Cube
Vin:WAULK98K99A185431, RegisterDate:9/11/2018, Make:Pontiac, Model:Sunfire
Vin:JTHBL1EF6A5090678, RegisterDate:9/12/2018, Make:Bentley, Model:Continental
Vin:1G6DL8EY1B0514824, RegisterDate:9/16/2018, Make:Mercedes-Benz, Model:SLR McLaren
Vin:2G4GU5GVXC9150933, RegisterDate:9/17/2018, Make:Land Rover, Model:LR2
Vin:WBA3A5C5XDJ874173, RegisterDate:9/26/2018, Make:Volkswagen, Model:R32
Vin:WBAFR7C54CD391356, RegisterDate:10/5/2018, Make:Mazda, Model:MPV
Vin:5GTMNGEE9A8140043, RegisterDate:10/13/2018, Make:Plymouth, Model:Sundance
Vin:5GAER23768J464028, RegisterDate:10/20/2018, Make:Ford, Model:GT
Vin:WAUEV74F27N634404, RegisterDate:11/2/2018, Make:Ford, Model:F450
Vin:1FTSW2B59AE765639, RegisterDate:11/9/2018, Make:Eagle, Model:Vision
Vin:1FTEW1CM8EK817119, RegisterDate:11/20/2018, Make:Dodge, Model:Grand Caravan
Vin:1C4RJEAG9DC676545, RegisterDate:11/22/2018, Make:Chevrolet, Model:S10
Vin:2G61R5S3XF9159799, RegisterDate:11/27/2018, Make:BMW, Model:Alpina B7
Vin:1G6EL12Y71B211212, RegisterDate:12/17/2018, Make:Subaru, Model:Alcyone SVX
Vin:WBAAW33451E709687, RegisterDate:12/21/2018, Make:Plymouth, Model:Neon
Vin:JA32X8HW3AU693635, RegisterDate:12/22/2018, Make:Porsche, Model:944
Vin:1C6RD6GP2CS737072, RegisterDate:12/24/2018, Make:Acura, Model:NSX
Vin:19VDE2E51DE805434, RegisterDate:12/25/2018, Make:Chevrolet, Model:Aveo
Vin:1D4RE2GG5BC789404, RegisterDate:12/26/2018, Make:Mazda, Model:B-Series Plus
Vin:WAU3GAFR1EA778570, RegisterDate:12/27/2018, Make:Lexus, Model:LS
Vin:3VW1K7AJ2CM866716, RegisterDate:12/28/2018, Make:Mitsubishi, Model:Sigma
Vin:WAUR2AFD3EN929365, RegisterDate:1/14/2019, Make:Mitsubishi, Model:Galant
Vin:1G6EC12952B324019, RegisterDate:1/14/2019, Make:Hummer, Model:H1
Vin:1FTWX3B58AE066636, RegisterDate:1/17/2019, Make:Cadillac, Model:Escalade
Vin:WAULT64B24N708596, RegisterDate:1/20/2019, Make:Pontiac, Model:GTO
Vin:WP0AA2A90FS048072, RegisterDate:2/12/2019, Make:Toyota, Model:Solara
Vin:WBAKB4C50CC563907, RegisterDate:3/2/2019, Make:Volvo, Model:940
Vin:JM1CW2BL6C0749663, RegisterDate:3/7/2019, Make:Ford, Model:Mustang
Vin:WAUKH78EX7A599811, RegisterDate:3/10/2019, Make:GMC, Model:1500 Club Coupe
Vin:WAUAT48H75K511453, RegisterDate:3/15/2019, Make:Audi, Model:A8
Vin:1FTEX1CW6AF327831, RegisterDate:3/21/2019, Make:Hyundai, Model:Azera
